time,x-acceleration,y-acceleration,z-acceleration
0.000,0.627,1.999,0.034
0.020,0.709,1.999,0.085
0.040,0.793,1.999,0.128
0.060,0.746,1.999,0.077
0.080,0.626,1.999,-0.010
0.100,0.572,1.128,-0.116
0.120,0.590,-0.232,-0.168
0.140,0.720,-1.278,-0.172
0.160,0.805,-1.880,-0.152
0.180,0.849,-2.000,-0.160
0.200,0.775,-1.712,-0.167
0.220,0.662,-0.884,-0.133
0.240,0.579,0.348,-0.107
0.260,0.573,1.706,-0.020
0.280,0.678,1.999,0.062
0.300,0.729,1.999,0.147
0.320,0.800,1.999,0.101
0.340,0.664,1.999,0.061
0.360,0.589,1.851,-0.064
0.380,0.537,0.432,-0.081
0.400,0.632,-0.782,-0.145
0.420,0.762,-1.635,-0.163
0.440,0.793,-2.000,-0.149
0.460,0.779,-1.988,-0.142
0.480,0.711,-1.449,-0.140
0.500,0.629,-0.412,-0.114
0.520,0.543,0.886,-0.078
0.540,0.588,1.999,0.040
0.560,0.692,1.999,0.116
0.580,0.751,1.999,0.103
0.600,0.637,1.999,0.019
0.620,0.580,1.239,-0.076
0.640,0.574,-0.106,-0.136
0.660,0.735,-1.825,-0.175
0.680,0.814,-2.000,-0.170
0.700,0.786,-1.744,-0.150
0.720,0.723,-0.974,-0.133
0.740,0.602,1.554,-0.038
0.760,0.654,1.999,0.045
0.780,0.741,1.999,0.099
0.800,0.786,1.999,0.102
0.820,0.599,1.999,-0.050
0.840,0.569,0.645,-0.121
0.860,0.610,-0.629,-0.165
0.880,0.694,-1.512,-0.171
0.900,0.814,-1.979,-0.165
0.920,0.748,-1.534,-0.150
0.940,0.643,-0.534,-0.123
0.960,0.542,0.726,-0.077
0.980,0.684,1.999,0.110
1.000,0.737,1.999,0.137
1.020,0.726,1.999,0.088
1.040,0.626,1.999,0.012
1.060,0.557,-0.005,-0.125
1.080,0.658,-1.109,-0.151
1.100,0.748,-1.835,-0.172
1.120,0.793,-2.000,-0.151
1.140,0.695,-1.132,-0.133
1.160,0.575,0.045,-0.116
1.180,0.558,1.381,-0.033
1.200,0.648,1.999,0.061
1.220,0.801,1.999,0.143
1.240,0.687,1.999,0.060
1.260,0.613,1.999,-0.038
1.280,0.575,0.790,-0.085
1.300,0.730,-1.386,-0.141
1.320,0.791,-1.957,-0.172
1.340,0.814,-1.992,-0.160
1.360,0.736,-1.541,-0.172
1.380,0.586,0.605,-0.094
1.400,0.600,1.999,0.004
1.420,0.666,1.999,0.070
1.440,0.749,1.999,0.132
1.460,0.763,1.999,0.072
1.480,0.624,1.999,0.028
1.500,0.572,1.557,-0.071
1.520,0.576,0.145,-0.135
1.540,0.643,-0.994,-0.159
1.560,0.732,-1.783,-0.161
1.580,0.795,-2.000,-0.157
1.600,0.795,-1.919,-0.163
1.620,0.689,-1.272,-0.149
1.640,0.586,-0.127,-0.136
1.660,0.556,1.167,-0.046
1.680,0.624,1.999,0.047
1.700,0.717,1.999,0.105
1.720,0.789,1.999,0.143
1.740,0.684,1.999,0.072
1.760,0.617,1.999,0.003
1.780,0.553,0.946,-0.105
1.800,0.571,-0.319,-0.147
1.820,0.654,-1.354,-0.175
1.840,0.787,-1.950,-0.170
1.860,0.825,-1.996,-0.158
1.880,0.748,-1.626,-0.162
1.900,0.687,-0.771,-0.125
1.920,0.592,0.490,-0.091
1.940,0.598,1.899,-0.009
1.960,0.691,1.999,0.064
1.980,0.750,1.999,0.141
2.000,0.804,1.999,0.099
2.020,0.676,1.999,0.043
2.040,0.618,1.760,-0.069
2.060,0.647,-0.856,-0.150
2.080,0.747,-1.680,-0.158
2.100,0.827,-2.000,-0.155
2.120,0.810,-1.907,-0.157
2.140,0.624,-0.258,-0.117
2.160,0.564,1.048,-0.057
2.180,0.611,1.999,0.043
2.200,0.685,1.999,0.097
2.220,0.693,1.999,0.076
2.240,0.585,1.999,0.000
2.260,0.563,1.054,-0.091
2.280,0.533,-0.278,-0.153
2.300,0.728,-1.914,-0.184
2.320,0.789,-2.000,-0.149
2.340,0.776,-1.751,-0.171
2.360,0.648,-0.885,-0.141
2.380,0.594,1.681,-0.024
2.400,0.670,1.999,0.057
2.420,0.720,1.999,0.128
2.440,0.767,1.999,0.089
2.460,0.587,1.908,-0.070
2.480,0.548,0.526,-0.109
2.500,0.625,-0.715,-0.151
2.520,0.752,-1.605,-0.167
2.540,0.839,-1.919,-0.133
2.560,0.725,-1.377,-0.168
2.580,0.652,-0.371,-0.125
2.600,0.566,0.922,-0.077
2.620,0.741,1.999,0.102
2.640,0.835,1.999,0.137
2.660,0.758,1.999,0.100
2.680,0.647,1.999,0.013
2.700,0.551,-0.117,-0.145
2.720,0.642,-1.189,-0.171
2.740,0.736,-1.867,-0.164
2.760,0.822,-2.000,-0.168
2.780,0.631,-1.032,-0.139
2.800,0.560,0.125,-0.104
2.820,0.555,1.522,-0.013
2.840,0.666,1.999,0.068
2.860,0.750,1.999,0.112
2.880,0.656,1.999,0.064
2.900,0.596,1.999,-0.061
2.920,0.558,0.573,-0.088
2.940,0.740,-1.537,-0.158
2.960,0.793,-2.000,-0.171
2.980,0.827,-1.984,-0.154
3.000,0.703,-1.501,-0.171
3.020,0.566,0.783,-0.088
3.040,0.627,1.999,-0.005
3.060,0.673,1.999,0.078
3.080,0.832,1.999,0.127
3.100,0.688,1.999,0.021
3.120,0.609,1.403,-0.094
3.140,0.575,0.041,-0.136
3.160,0.683,-1.068,-0.183
3.180,0.826,-2.000,-0.168
3.200,0.805,-1.822,-0.169
3.220,0.688,-1.135,-0.149
3.240,0.609,0.041,-0.117
3.260,0.762,1.999,0.116
3.280,0.769,1.999,0.133
3.300,0.685,1.999,0.073
3.320,0.615,1.999,-0.024
3.340,0.598,-0.508,-0.150
3.360,0.666,-1.488,-0.129
3.380,0.804,-2.000,-0.142
3.400,0.794,-2.000,-0.154
3.420,0.631,-0.656,-0.114
3.440,0.541,0.603,-0.092
3.460,0.600,1.999,0.004
3.480,0.645,1.999,0.080
3.500,0.739,1.999,0.097
3.520,0.652,1.999,0.032
3.540,0.582,1.571,-0.094
3.560,0.583,0.155,-0.125
3.580,0.755,-1.745,-0.150
3.600,0.832,-2.000,-0.182
3.620,0.781,-1.865,-0.169
3.640,0.699,-1.218,-0.142
3.660,0.592,1.999,-0.028
3.680,0.562,0.940,-0.112
3.700,0.593,-0.385,-0.161
3.720,0.708,-1.383,-0.190
3.740,0.821,-2.000,-0.167
3.760,0.751,-1.669,-0.163
3.780,0.668,-0.767,-0.109
3.800,0.571,0.483,-0.085
3.820,0.679,1.999,0.090
3.840,0.717,1.999,0.139
3.860,0.741,1.999,0.097
3.880,0.659,1.999,0.056
3.900,0.511,0.310,-0.101
3.920,0.581,-0.842,-0.165
3.940,0.741,-1.685,-0.167
3.960,0.795,-2.000,-0.127
3.980,0.721,-1.319,-0.142
4.000,0.619,-0.259,-0.106
4.020,0.555,1.076,-0.042
4.040,0.620,1.999,0.044
4.060,0.808,1.999,0.150
4.080,0.740,1.999,0.069
4.100,0.612,1.999,0.006
4.120,0.563,1.088,-0.110
4.140,0.708,-1.290,-0.143
4.160,0.814,-1.899,-0.153
4.180,0.856,-2.000,-0.165
4.200,0.776,-1.712,-0.178
4.220,0.591,0.333,-0.119
4.240,0.611,1.708,-0.035
4.260,0.665,1.999,0.040
4.280,0.708,1.999,0.125
4.300,0.687,1.999,0.049
4.320,0.590,1.907,-0.075
4.340,0.551,0.438,-0.112
4.360,0.606,-0.785,-0.162
4.380,0.784,-1.990,-0.159
4.400,0.785,-1.969,-0.171
4.420,0.717,-1.451,-0.160
4.440,0.593,-0.337,-0.123
4.460,0.611,1.999,0.032
4.480,0.686,1.999,0.123
4.500,0.754,1.999,0.153
4.520,0.710,1.999,0.093
4.540,0.521,1.235,-0.088
4.560,0.554,-0.132,-0.120
4.580,0.686,-1.181,-0.148
4.600,0.755,-1.878,-0.163
4.620,0.763,-1.793,-0.169
4.640,0.706,-1.017,-0.127
4.660,0.597,0.197,-0.101
4.680,0.588,1.520,-0.026
4.700,0.761,1.999,0.129
4.720,0.803,1.999,0.103
4.740,0.686,1.999,0.078
4.760,0.625,1.999,-0.064
4.780,0.638,-0.618,-0.161
4.800,0.750,-1.531,-0.159
4.820,0.832,-1.999,-0.166
4.840,0.839,-1.969,-0.167
4.860,0.647,-0.478,-0.136
4.880,0.544,0.756,-0.090
4.900,0.616,1.999,0.002
4.920,0.691,1.999,0.086
4.940,0.743,1.999,0.085
4.960,0.622,1.999,0.004
4.980,0.553,1.412,-0.097
5.000,0.546,0.041,-0.147
5.020,0.725,-1.814,-0.168
5.040,0.791,-2.000,-0.152
5.060,0.769,-1.844,-0.163
5.080,0.676,-1.103,-0.131
5.100,0.519,1.372,-0.043
5.120,0.598,1.999,0.051
5.140,0.707,1.999,0.103
5.160,0.765,1.999,0.147
5.180,0.585,1.999,-0.033
5.200,0.535,0.769,-0.098
5.220,0.615,-0.534,-0.143
5.240,0.772,-1.486,-0.126
5.260,0.828,-2.000,-0.146
5.280,0.741,-1.575,-0.156
5.300,0.668,-0.634,-0.106
5.320,0.588,0.610,-0.089
5.340,0.702,1.999,0.104
5.360,0.817,1.999,0.136
5.380,0.778,1.999,0.101
5.400,0.666,1.999,0.020
5.420,0.574,0.201,-0.117
5.440,0.657,-0.908,-0.192
5.460,0.742,-1.754,-0.199
5.480,0.799,-2.000,-0.184
5.500,0.687,-1.181,-0.148
5.520,0.605,-0.101,-0.126
5.540,0.551,1.209,-0.054
5.560,0.629,1.999,0.053
5.580,0.749,1.999,0.130
5.600,0.696,1.999,0.065
5.620,0.579,1.999,-0.008
5.640,0.552,0.930,-0.101
5.660,0.684,-1.409,-0.161
5.680,0.758,-1.968,-0.163
5.700,0.833,-2.000,-0.147
5.720,0.736,-1.651,-0.156
5.740,0.582,1.834,0.006
5.760,0.689,1.999,0.083
5.780,0.752,1.999,0.141
5.800,0.751,1.999,0.099
5.820,0.580,1.741,-0.072
5.840,0.532,0.323,-0.134
5.860,0.647,-0.874,-0.176
5.880,0.744,-1.687,-0.137
5.900,0.816,-1.882,-0.157
5.920,0.735,-1.315,-0.152
5.940,0.642,-0.229,-0.115
5.960,0.574,1.100,-0.058
5.980,0.735,1.999,0.101
6.000,0.787,1.999,0.134
6.020,0.719,1.999,0.082
6.040,0.636,1.999,-0.011
6.060,0.554,-0.240,-0.169
6.080,0.681,-1.254,-0.145
6.100,0.810,-1.911,-0.155
6.120,0.816,-2.000,-0.140
6.140,0.668,-0.903,-0.130
6.160,0.566,0.287,-0.117
6.180,0.554,1.676,-0.023
6.200,0.659,1.999,0.054
6.220,0.782,1.999,0.103
6.240,0.650,1.999,0.047
6.260,0.579,1.869,-0.059
6.280,0.552,0.425,-0.104
6.300,0.719,-1.641,-0.173
6.320,0.807,-2.000,-0.144
6.340,0.800,-1.973,-0.160
6.360,0.700,-1.404,-0.157
6.380,0.570,0.886,-0.072
6.400,0.643,1.999,0.035
6.420,0.705,1.999,0.100
6.440,0.765,1.999,0.115
6.460,0.611,1.999,0.013
6.480,0.581,1.287,-0.100
6.500,0.602,-0.097,-0.141
6.520,0.690,-1.197,-0.165
6.540,0.824,-2.000,-0.155
6.560,0.798,-1.748,-0.161
6.580,0.672,-0.980,-0.132
6.600,0.585,0.184,-0.102
6.620,0.652,1.999,0.060
6.640,0.728,1.999,0.124
6.660,0.765,1.999,0.120
6.680,0.679,1.999,0.076
6.700,0.534,0.610,-0.092
6.720,0.585,-0.643,-0.145
6.740,0.711,-1.549,-0.158
6.760,0.792,-2.000,-0.172
6.780,0.727,-1.535,-0.158
6.800,0.634,-0.562,-0.116
6.820,0.562,0.725,-0.093
6.840,0.601,1.999,0.028
6.860,0.744,1.999,0.120
6.880,0.752,1.999,0.101
6.900,0.629,1.999,0.012
6.920,0.583,1.403,-0.088
6.940,0.635,-1.097,-0.197
6.960,0.773,-1.808,-0.169
6.980,0.829,-2.000,-0.163
7.000,0.599,0.088,-0.130
7.020,0.578,1.391,-0.067
7.040,0.666,1.999,0.059
7.060,0.735,1.999,0.118
7.080,0.703,1.999,0.068
7.100,0.611,1.999,-0.039
7.120,0.544,0.798,-0.102
7.140,0.588,-0.485,-0.171
7.160,0.763,-1.957,-0.167
7.180,0.811,-1.989,-0.133
7.200,0.737,-1.602,-0.156
7.220,0.640,-0.641,-0.110
7.240,0.598,1.999,0.011
7.260,0.650,1.999,0.091
7.280,0.714,1.999,0.132
7.300,0.739,1.999,0.098
7.320,0.558,1.550,-0.054
7.340,0.541,0.133,-0.128
7.360,0.663,-1.019,-0.156
7.380,0.729,-1.789,-0.159
7.400,0.768,-1.886,-0.179
7.420,0.673,-1.239,-0.169
7.440,0.625,-0.131,-0.125
7.460,0.577,1.220,-0.035
7.480,0.746,1.999,0.104
7.500,0.779,1.999,0.127
7.520,0.691,1.999,0.066
7.540,0.627,1.999,-0.040
7.560,0.595,-0.378,-0.160
7.580,0.709,-1.353,-0.168
7.600,0.812,-1.887,-0.176
7.620,0.821,-2.000,-0.164
7.640,0.711,-0.755,-0.123
7.660,0.590,0.524,-0.106
7.680,0.616,1.884,-0.024
7.700,0.666,1.999,0.064
7.720,0.799,1.999,0.087
7.740,0.660,1.999,0.053
7.760,0.591,1.708,-0.068
7.780,0.525,0.285,-0.119
7.800,0.737,-1.672,-0.149
7.820,0.804,-2.000,-0.160
7.840,0.781,-1.956,-0.150
7.860,0.701,-1.339,-0.144
7.880,0.542,1.036,-0.039
7.900,0.599,1.999,0.049
7.920,0.684,1.999,0.093
7.940,0.725,1.999,0.139
7.960,0.604,1.999,0.012
7.980,0.529,1.072,-0.093
8.000,0.548,-0.242,-0.166
8.020,0.662,-1.321,-0.144
8.040,0.821,-2.000,-0.149
8.060,0.785,-1.714,-0.166
8.080,0.680,-0.889,-0.149
8.100,0.572,0.334,-0.117
8.120,0.690,1.999,0.065
8.140,0.780,1.999,0.146
8.160,0.844,1.999,0.105
8.180,0.669,1.999,0.038
8.200,0.575,0.468,-0.125
8.220,0.634,-0.737,-0.145
8.240,0.758,-1.581,-0.182
8.260,0.815,-2.000,-0.174
8.280,0.654,-0.380,-0.112
8.300,0.565,0.922,-0.085
8.320,0.627,1.999,0.021
8.340,0.679,1.999,0.090
8.360,0.743,1.999,0.090
8.380,0.606,1.999,0.004
8.400,0.556,1.206,-0.080
8.420,0.565,-0.162,-0.125
8.440,0.722,-1.853,-0.164
8.460,0.778,-2.000,-0.172
8.480,0.757,-1.803,-0.167
8.500,0.660,-1.025,-0.126
8.520,0.572,1.504,-0.009
8.540,0.664,1.999,0.074
8.560,0.724,1.999,0.150
8.580,0.752,1.999,0.112
8.600,0.587,1.999,-0.042
8.620,0.534,0.605,-0.094
8.640,0.594,-0.606,-0.162
8.660,0.715,-1.518,-0.183
8.680,0.844,-1.957,-0.149
8.700,0.764,-1.477,-0.142
8.720,0.666,-0.480,-0.121
8.740,0.573,0.755,-0.090
8.760,0.704,1.999,0.105
8.780,0.800,1.999,0.123
8.800,0.757,1.999,0.090
8.820,0.655,1.999,0.019
8.840,0.586,0.022,-0.132
8.860,0.695,-1.101,-0.175
8.880,0.775,-1.812,-0.155
8.900,0.850,-2.000,-0.148
8.920,0.693,-1.122,-0.143
8.940,0.608,0.018,-0.116
8.960,0.539,1.352,-0.036
8.980,0.637,1.999,0.046
9.000,0.772,1.999,0.137
9.020,0.673,1.999,0.071
9.040,0.571,1.999,-0.041
9.060,0.532,0.732,-0.102
9.080,0.714,-1.462,-0.137
9.100,0.794,-1.976,-0.153
9.120,0.805,-2.000,-0.140
9.140,0.710,-1.573,-0.166
9.160,0.552,0.627,-0.093
9.180,0.597,1.999,-0.001
9.200,0.689,1.999,0.100
9.220,0.780,1.999,0.144
9.240,0.677,1.999,0.027
9.260,0.575,1.570,-0.078
9.280,0.576,0.170,-0.115
9.300,0.685,-0.974,-0.159
9.320,0.839,-2.000,-0.153
9.340,0.816,-1.867,-0.154
9.360,0.719,-1.223,-0.139
9.380,0.626,-0.088,-0.128
9.400,0.629,1.999,0.045
9.420,0.717,1.999,0.094
9.440,0.768,1.999,0.118
9.460,0.694,1.999,0.068
9.480,0.581,0.893,-0.099
9.500,0.603,-0.378,-0.159
9.520,0.733,-1.434,-0.173
9.540,0.797,-1.960,-0.168
9.560,0.755,-1.631,-0.158
9.580,0.634,-0.738,-0.119
9.600,0.532,0.424,-0.106
9.620,0.558,1.861,-0.007
9.640,0.757,1.999,0.149
9.660,0.748,1.999,0.102
9.680,0.652,1.999,0.038
9.700,0.588,1.716,-0.059
9.720,0.644,-0.855,-0.151
9.740,0.757,-1.692,-0.167
9.760,0.834,-2.000,-0.128
9.780,0.800,-1.896,-0.164
9.800,0.612,-0.207,-0.129
9.820,0.537,1.073,-0.067
9.840,0.626,1.999,0.048
9.860,0.739,1.999,0.110
9.880,0.711,1.999,0.080
9.900,0.615,1.999,-0.008
9.920,0.576,1.096,-0.102
9.940,0.578,-0.236,-0.152
9.960,0.776,-1.913,-0.151
9.980,0.842,-2.000,-0.151
10.000,0.765,-1.707,-0.174
10.020,0.672,-0.905,-0.126
10.040,0.570,1.702,-0.025
10.060,0.671,1.999,0.050
10.080,0.731,1.999,0.143
10.100,0.770,1.999,0.099
10.120,0.590,1.855,-0.076
10.140,0.529,0.456,-0.107
10.160,0.634,-0.751,-0.166
10.180,0.733,-1.649,-0.176
10.200,0.781,-1.951,-0.167
10.220,0.709,-1.417,-0.164
10.240,0.628,-0.388,-0.138
10.260,0.556,0.899,-0.065
10.280,0.678,1.999,0.097
10.300,0.746,1.999,0.135
10.320,0.727,1.999,0.078
10.340,0.592,1.999,0.012
10.360,0.593,-0.115,-0.140
10.380,0.686,-1.183,-0.137
10.400,0.786,-1.875,-0.155
10.420,0.850,-2.000,-0.139
10.440,0.682,-0.997,-0.125
10.460,0.606,0.184,-0.107
10.480,0.598,1.519,-0.012
10.500,0.680,1.999,0.067
10.520,0.746,1.999,0.099
10.540,0.690,1.999,0.073
10.560,0.630,1.999,-0.055
10.580,0.542,0.626,-0.101
10.600,0.733,-1.543,-0.138
10.620,0.790,-2.000,-0.145
10.640,0.798,-1.933,-0.169
10.660,0.731,-1.518,-0.164
10.680,0.558,0.747,-0.068
10.700,0.623,1.999,0.012
10.720,0.666,1.999,0.104
10.740,0.737,1.999,0.116
10.760,0.640,1.999,0.019
10.780,0.575,1.411,-0.082
10.800,0.521,0.041,-0.141
10.820,0.650,-1.113,-0.185
10.840,0.815,-2.000,-0.152
10.860,0.783,-1.824,-0.169
10.880,0.699,-1.130,-0.132
10.900,0.593,0.017,-0.123
10.920,0.676,1.999,0.125
10.940,0.809,1.999,0.139
10.960,0.707,1.999,0.076
10.980,0.618,1.999,-0.026
11.000,0.609,-0.518,-0.164
11.020,0.732,-1.446,-0.162
11.040,0.833,-1.979,-0.150
11.060,0.860,-2.000,-0.131
11.080,0.666,-0.624,-0.123
11.100,0.543,0.648,-0.106
11.120,0.616,1.999,0.009
11.140,0.686,1.999,0.093
11.160,0.751,1.999,0.095
11.180,0.636,1.999,0.034
11.200,0.538,1.619,-0.074
11.220,0.554,0.131,-0.122
11.240,0.770,-1.787,-0.138
11.260,0.790,-2.000,-0.148
11.280,0.739,-1.837,-0.167
11.300,0.669,-1.238,-0.152
11.320,0.543,1.237,-0.034
11.340,0.651,1.999,0.053
11.360,0.687,1.999,0.102
11.380,0.756,1.999,0.144
11.400,0.615,1.999,-0.015
11.420,0.552,0.909,-0.116
11.440,0.583,-0.412,-0.155
11.460,0.721,-1.402,-0.150
11.480,0.805,-2.000,-0.179
11.500,0.727,-1.643,-0.169
11.520,0.675,-0.787,-0.130
11.540,0.584,0.456,-0.094
11.560,0.684,1.999,0.071
11.580,0.747,1.999,0.146
11.600,0.831,1.999,0.097
11.620,0.719,1.999,0.037
11.640,0.546,0.295,-0.118
11.660,0.639,-0.873,-0.181
11.680,0.782,-1.678,-0.127
11.700,0.849,-2.000,-0.152
11.720,0.733,-1.316,-0.127
11.740,0.648,-0.231,-0.125
11.760,0.587,1.081,-0.047
11.780,0.587,1.999,0.025
11.800,0.793,1.999,0.149
11.820,0.713,1.999,0.098
11.840,0.586,1.999,0.003
11.860,0.552,1.069,-0.099
11.880,0.685,-1.301,-0.146
11.900,0.775,-1.911,-0.142
11.920,0.811,-2.000,-0.144
11.940,0.753,-1.747,-0.155
11.960,0.665,1.999,0.045
11.980,0.584,1.883,-0.070
12.000,0.555,0.456,-0.107
12.020,0.623,-0.761,-0.167
12.040,0.805,-2.000,-0.168
12.060,0.791,-1.940,-0.179
12.080,0.723,-1.403,-0.185
12.100,0.650,-0.365,-0.135
12.120,0.644,1.999,0.024
12.140,0.706,1.999,0.084
12.160,0.790,1.999,0.119
12.180,0.734,1.999,0.077
12.200,0.589,1.246,-0.093
12.220,0.590,-0.110,-0.147
12.240,0.671,-1.159,-0.156
12.260,0.755,-1.839,-0.171
12.280,0.782,-1.783,-0.162
12.300,0.687,-1.017,-0.121
12.320,0.595,0.198,-0.097
12.340,0.572,1.549,-0.017
12.360,0.711,1.999,0.147
12.380,0.776,1.999,0.125
12.400,0.692,1.999,0.073
12.420,0.586,1.999,-0.053
12.440,0.597,-0.680,-0.154
12.460,0.728,-1.562,-0.172
12.480,0.760,-2.000,-0.167
12.500,0.824,-2.000,-0.144
12.520,0.640,-0.495,-0.121
12.540,0.568,0.771,-0.085
12.560,0.606,1.999,0.017
12.580,0.684,1.999,0.094
12.600,0.761,1.999,0.079
12.620,0.630,1.999,0.010
12.640,0.568,1.394,-0.095
12.660,0.564,0.031,-0.151
12.680,0.784,-1.792,-0.167
12.700,0.829,-2.000,-0.151
12.720,0.806,-1.807,-0.170
12.740,0.724,-1.102,-0.149
12.760,0.572,1.396,-0.047
12.780,0.650,1.999,0.048
12.800,0.747,1.999,0.111
12.820,0.773,1.999,0.121
12.840,0.606,1.999,-0.040
12.860,0.556,0.750,-0.099
12.880,0.574,-0.505,-0.167
12.900,0.700,-1.470,-0.157
12.920,0.799,-2.000,-0.146
12.940,0.743,-1.584,-0.154
12.960,0.645,-0.657,-0.103
12.980,0.575,0.576,-0.086
13.000,0.631,1.999,0.083
13.020,0.757,1.999,0.151
13.040,0.750,1.999,0.123
13.060,0.658,1.999,0.039
13.080,0.555,0.124,-0.117
13.100,0.628,-1.003,-0.167
13.120,0.727,-1.762,-0.145
13.140,0.806,-2.000,-0.176
13.160,0.680,-1.210,-0.146
13.180,0.627,-0.064,-0.114
13.200,0.580,1.242,-0.044
13.220,0.662,1.999,0.046
13.240,0.774,1.999,0.127
13.260,0.718,1.999,0.061
13.280,0.623,1.999,-0.011
13.300,0.569,0.953,-0.100
13.320,0.712,-1.368,-0.161
13.340,0.780,-1.967,-0.174
13.360,0.838,-2.000,-0.158
13.380,0.774,-1.659,-0.162
13.400,0.588,1.858,-0.001
13.420,0.671,1.999,0.085
13.440,0.769,1.999,0.139
13.460,0.765,1.999,0.099
13.480,0.583,1.685,-0.060
13.500,0.541,0.273,-0.117
13.520,0.581,-0.861,-0.163
13.540,0.706,-1.734,-0.176
13.560,0.713,1.999,0.098
13.580,0.770,1.999,0.136
13.600,0.725,1.999,0.096
13.620,0.618,1.999,0.004
13.640,0.583,-0.265,-0.158
13.660,0.716,-1.301,-0.136
13.680,0.792,-1.879,-0.151
13.700,0.841,-1.995,-0.156
13.720,0.663,-0.852,-0.126
13.740,0.577,0.366,-0.115
13.760,0.571,1.731,-0.027
13.780,0.682,1.999,0.061
13.800,0.815,1.999,0.110
13.820,0.701,1.999,0.043
13.840,0.591,1.896,-0.068
13.860,0.549,0.455,-0.120
13.880,0.729,-1.618,-0.182
13.900,0.775,-2.000,-0.170
13.920,0.791,-1.951,-0.163
13.940,0.712,-1.443,-0.167
13.960,0.533,0.918,-0.088
13.980,0.601,1.999,0.030
14.000,0.680,1.999,0.088
14.020,0.746,1.999,0.121
14.040,0.601,1.999,0.005
14.060,0.576,1.206,-0.090
14.080,0.598,-0.170,-0.142
14.100,0.655,-1.193,-0.175
14.120,0.787,-2.000,-0.165
14.140,0.764,-1.744,-0.167
14.160,0.700,-0.991,-0.135
14.180,0.586,0.185,-0.098
14.200,0.680,1.999,0.063
14.220,0.747,1.999,0.153
14.240,0.791,1.999,0.109
14.260,0.685,1.999,0.079
14.280,0.578,0.617,-0.104
14.300,0.609,-0.637,-0.166
14.320,0.717,-1.536,-0.178
14.340,0.797,-1.979,-0.170
14.360,0.723,-1.471,-0.166
14.380,0.661,-0.487,-0.116
14.400,0.567,0.772,-0.066
14.420,0.627,1.999,0.023
14.440,0.760,1.999,0.126
14.460,0.743,1.999,0.096
14.480,0.634,1.999,0.013
14.500,0.545,1.420,-0.087
14.520,0.589,-1.171,-0.198
14.540,0.708,-1.855,-0.169
14.560,0.807,-2.000,-0.168
14.580,0.781,-1.846,-0.170
14.600,0.551,0.041,-0.134
14.620,0.518,1.406,-0.050
14.640,0.637,1.999,0.048
14.660,0.730,1.999,0.116
14.680,0.666,1.999,0.068
14.700,0.608,1.999,-0.049
14.720,0.504,0.743,-0.110
14.740,0.564,-0.526,-0.145
14.760,0.826,-1.971,-0.141
14.780,0.826,-1.984,-0.151
14.800,0.760,-1.568,-0.155
14.820,0.666,-0.640,-0.122
14.840,0.616,1.999,-0.016
14.860,0.668,1.999,0.086
14.880,0.787,1.999,0.141
14.900,0.747,1.999,0.104
14.920,0.593,1.559,-0.075
14.940,0.563,0.139,-0.126
14.960,0.677,-0.991,-0.158
14.980,0.734,-1.767,-0.147
15.000,0.799,-1.877,-0.146
15.020,0.685,-1.212,-0.157
15.040,0.605,-0.089,-0.125
15.060,0.581,1.203,-0.037
15.080,0.714,1.999,0.114
15.100,0.758,1.999,0.143
15.120,0.694,1.999,0.076
15.140,0.594,1.999,0.000
15.160,0.638,-0.762,-0.125
15.180,0.579,0.474,-0.103
15.200,0.592,1.897,-0.016
15.220,0.650,1.999,0.068
15.240,0.770,1.999,0.103
15.260,0.698,1.999,0.055
15.280,0.614,1.733,-0.069
15.300,0.541,0.289,-0.132
15.320,0.769,-1.678,-0.150
15.340,0.840,-2.000,-0.159
15.360,0.797,-1.896,-0.171
15.380,0.708,-1.299,-0.144
15.400,0.578,1.096,-0.061
15.420,0.616,1.999,0.043
15.440,0.728,1.999,0.102
15.460,0.782,1.999,0.139
15.480,0.615,1.999,-0.004
15.500,0.588,1.054,-0.097
15.520,0.565,-0.284,-0.137
15.540,0.687,-1.303,-0.138
15.560,0.833,-2.000,-0.139
15.580,0.761,-1.718,-0.162
15.600,0.673,-0.886,-0.125
15.620,0.584,0.325,-0.094
15.640,0.666,1.999,0.080
15.660,0.701,1.999,0.141
15.680,0.756,1.999,0.104
15.700,0.667,1.999,0.057
15.720,0.545,0.419,-0.094
15.740,0.636,-0.803,-0.166
15.760,0.749,-1.638,-0.137
15.780,0.803,-2.000,-0.149
15.800,0.625,-0.335,-0.126
15.820,0.568,0.947,-0.078
15.840,0.619,1.999,0.023
15.860,0.693,1.999,0.077
15.880,0.735,1.999,0.073
15.900,0.626,1.999,0.000
15.920,0.571,1.247,-0.100
15.940,0.575,-0.115,-0.160
15.960,0.805,-1.888,-0.141
15.980,0.844,-2.000,-0.166
16.000,0.765,-1.774,-0.167
16.020,0.703,-1.004,-0.121
16.040,0.583,1.572,-0.022
16.060,0.656,1.999,0.056
16.080,0.723,1.999,0.131
16.100,0.791,1.999,0.125
16.120,0.623,1.999,-0.038
16.140,0.559,0.544,-0.090
16.160,0.625,-0.683,-0.140
16.180,0.725,-1.549,-0.176
16.200,0.784,-1.975,-0.145
16.220,0.700,-1.490,-0.145
16.240,0.650,-0.513,-0.100
16.260,0.547,0.803,-0.073
16.280,0.666,1.999,0.107
16.300,0.759,1.999,0.120
16.320,0.760,1.999,0.103
